Iteration, Max. Fehler
429, 0.848093
430, 0.847454
431, 0.846816
432, 0.846178
433, 0.845542
434, 0.844906
435, 0.844271
436, 0.843637
437, 0.843003
438, 0.84237
439, 0.841738
440, 0.841107
441, 0.840476
442, 0.839846
443, 0.839217
444, 0.838589
445, 0.837961
446, 0.837334
447, 0.836708
448, 0.836083
449, 0.835458
450, 0.834834
451, 0.834211
452, 0.833589
453, 0.832967
454, 0.832346
455, 0.831726
456, 0.831106
457, 0.830487
458, 0.829869
459, 0.829252
460, 0.828635
461, 0.82802
462, 0.827404
463, 0.82679
464, 0.826176
465, 0.825564
466, 0.824951
467, 0.82434
468, 0.823729
469, 0.823119
470, 0.82251
471, 0.821901
472, 0.821293
473, 0.820686
474, 0.82008
475, 0.819474
476, 0.818869
477, 0.818265
478, 0.817662
479, 0.817059
480, 0.816457
481, 0.815855
482, 0.815255
483, 0.814655
484, 0.814056
485, 0.813468
486, 0.81288
487, 0.812293
488, 0.811706
489, 0.811121
490, 0.810535
491, 0.809951
492, 0.809367
493, 0.808783
494, 0.808201
495, 0.807618
496, 0.807037
497, 0.806456
498, 0.805876
499, 0.805297
500, 0.804718
501, 0.804139
502, 0.803562
503, 0.802985
504, 0.802408
505, 0.801833
506, 0.801257
507, 0.800683
508, 0.800109
509, 0.799536
510, 0.798963
511, 0.798391
512, 0.79782
513, 0.797249
514, 0.796679
515, 0.79611
516, 0.795541
517, 0.794972
518, 0.794405
519, 0.793838
520, 0.793271
521, 0.792706
522, 0.79214
523, 0.791576
524, 0.791012
525, 0.790449
526, 0.789886
527, 0.789324
528, 0.788762
529, 0.788202
530, 0.787641
531, 0.787082
532, 0.786523
533, 0.785964
534, 0.785406
535, 0.784849
536, 0.784293
537, 0.783737
538, 0.783181
539, 0.782626
540, 0.782072
541, 0.781519
542, 0.780966
543, 0.780413
544, 0.779861
545, 0.77931
546, 0.77876
547, 0.778209
548, 0.77766
549, 0.777111
550, 0.776563
551, 0.776015
552, 0.775468
553, 0.774922
554, 0.774376
555, 0.773831
556, 0.773286
557, 0.772742
558, 0.772198
559, 0.771655
560, 0.771113
561, 0.770571
562, 0.77003
563, 0.769489
564, 0.768949
565, 0.76841
566, 0.767871
567, 0.767333
568, 0.766795
569, 0.766258
570, 0.765721
571, 0.765185
572, 0.76465
573, 0.764115
574, 0.76358
575, 0.763047
576, 0.762513
577, 0.761981
578, 0.761449
579, 0.760917
580, 0.760386
581, 0.759856
582, 0.759326
583, 0.758797
584, 0.758268
585, 0.75774
586, 0.757212
587, 0.756685
588, 0.756159
589, 0.755633
590, 0.755108
591, 0.754587
592, 0.754067
593, 0.753547
594, 0.753027
595, 0.752508
596, 0.75199
597, 0.751472
598, 0.750955
599, 0.750438
600, 0.749922
601, 0.749406
602, 0.748891
603, 0.748376
604, 0.747862
605, 0.747348
606, 0.746835
607, 0.746322
608, 0.74581
609, 0.745298
610, 0.744787
611, 0.744277
612, 0.743766
613, 0.743257
614, 0.742748
615, 0.742239
616, 0.741731
617, 0.741224
618, 0.740717
619, 0.74021
620, 0.739704
621, 0.739198
622, 0.738693
623, 0.738189
624, 0.737685
625, 0.737181
626, 0.736678
627, 0.736176
628, 0.735674
629, 0.735172
630, 0.734671
631, 0.734171
632, 0.73367
633, 0.733171
634, 0.732672
635, 0.732173
636, 0.731675
637, 0.731178
638, 0.73068
639, 0.730184
640, 0.729688
641, 0.729192
642, 0.728697
643, 0.728202
644, 0.727708
645, 0.727214
646, 0.726721
647, 0.726228
648, 0.725736
649, 0.725244
650, 0.724753
651, 0.724262
652, 0.723772
653, 0.723282
654, 0.722793
655, 0.722305
656, 0.721819
657, 0.721332
658, 0.720846
659, 0.720361
660, 0.719876
661, 0.719392
662, 0.718908
663, 0.718424
664, 0.717941
665, 0.717458
666, 0.716976
667, 0.716494
668, 0.716013
669, 0.715532
670, 0.715052
671, 0.714572
672, 0.714093
673, 0.713614
674, 0.713135
675, 0.712657
676, 0.71218
677, 0.711702
678, 0.711226
679, 0.710749
680, 0.710274
681, 0.709798
682, 0.709323
683, 0.708849
684, 0.708375
685, 0.707901
686, 0.707428
687, 0.706955
688, 0.706483
689, 0.706011
690, 0.70554
691, 0.705069
692, 0.704599
693, 0.704128
694, 0.703659
695, 0.70319
696, 0.702721
697, 0.702253
698, 0.701785
699, 0.701317
700, 0.70085
701, 0.700384
702, 0.699918
703, 0.699452
704, 0.698987
705, 0.698522
706, 0.698057
707, 0.697593
708, 0.69713
709, 0.696667
710, 0.696204
711, 0.695742
712, 0.69528
713, 0.694818
714, 0.694357
715, 0.693897
716, 0.693437
717, 0.692977
718, 0.692518
719, 0.692059
720, 0.6916
721, 0.691142
722, 0.690684
723, 0.690227
724, 0.68977
725, 0.689314
726, 0.688858
727, 0.688403
728, 0.687947
729, 0.687493
730, 0.687038
731, 0.686584
732, 0.686131
733, 0.685678
734, 0.685225
735, 0.684773
736, 0.684321
737, 0.683869
738, 0.683418
739, 0.682968
740, 0.682517
741, 0.682068
742, 0.681618
743, 0.681169
744, 0.680721
745, 0.680272
746, 0.679824
747, 0.679377
748, 0.67893
749, 0.678483
750, 0.678037
751, 0.677591
752, 0.677146
753, 0.676701
754, 0.676256
755, 0.675812
756, 0.675368
757, 0.674925
758, 0.674484
759, 0.674043
760, 0.673602
761, 0.673162
762, 0.672722
763, 0.672283
764, 0.671844
765, 0.671405
766, 0.670967
767, 0.670529
768, 0.670091
769, 0.669654
770, 0.669217
771, 0.668781
772, 0.668344
773, 0.667909
774, 0.667473
775, 0.667038
776, 0.666604
777, 0.66617
778, 0.665736
779, 0.665302
780, 0.664869
781, 0.664436
782, 0.664004
783, 0.663572
784, 0.66314
785, 0.662709
786, 0.662278
787, 0.661848
788, 0.661418
789, 0.660988
790, 0.660558
791, 0.660129
792, 0.659701
793, 0.659272
794, 0.658844
795, 0.658417
796, 0.65799
797, 0.657563
798, 0.657136
799, 0.65671
800, 0.656284
801, 0.655859
802, 0.655434
803, 0.655009
804, 0.654585
805, 0.654161
806, 0.653737
807, 0.653314
808, 0.652891
809, 0.652468
810, 0.652046
811, 0.651624
812, 0.651203
813, 0.650781
814, 0.650361
815, 0.64994
816, 0.64952
817, 0.6491
818, 0.648681
819, 0.648262
820, 0.647843
821, 0.647425
822, 0.647007
823, 0.646589
824, 0.646172
825, 0.645755
826, 0.645338
827, 0.644922
828, 0.644506
829, 0.64409
830, 0.643675
831, 0.64326
832, 0.642846
833, 0.642431
834, 0.642018
835, 0.641604
836, 0.641191
837, 0.640778
838, 0.640366
839, 0.639953
840, 0.639542
841, 0.63913
842, 0.638719
843, 0.638308
844, 0.637898
845, 0.637487
846, 0.637078
847, 0.636668
848, 0.636259
849, 0.63585
850, 0.635442
851, 0.635034
852, 0.634626
853, 0.634218
854, 0.633811
855, 0.633404
856, 0.632998
857, 0.632592
858, 0.632186
859, 0.63178
860, 0.631375
861, 0.630971
862, 0.630566
863, 0.630162
864, 0.629758
865, 0.629354
866, 0.628951
867, 0.628548
868, 0.628146
869, 0.627744
870, 0.627342
871, 0.62694
872, 0.626539
873, 0.626138
874, 0.625737
875, 0.625337
876, 0.624937
877, 0.624538
878, 0.624138
879, 0.623739
880, 0.623341
881, 0.622942
882, 0.622544
883, 0.622147
884, 0.621749
885, 0.621352
886, 0.620955
887, 0.620559
888, 0.620163
889, 0.619767
890, 0.619371
891, 0.618976
892, 0.618581
893, 0.618187
894, 0.617793
895, 0.617399
896, 0.617005
897, 0.616612
898, 0.616219
899, 0.615826
900, 0.615434
901, 0.615042
902, 0.61465
903, 0.614259
904, 0.613867
905, 0.613477
906, 0.613086
907, 0.612696
908, 0.612306
909, 0.611916
910, 0.611527
911, 0.611138
912, 0.61075
913, 0.610361
914, 0.609973
915, 0.609585
916, 0.609198
917, 0.608811
918, 0.608424
919, 0.608037
920, 0.607651
921, 0.607265
922, 0.60688
923, 0.606494
924, 0.606109
925, 0.605725
926, 0.60534
927, 0.604956
928, 0.604572
929, 0.604189
930, 0.603805
931, 0.603423
932, 0.60304
933, 0.602658
934, 0.602276
935, 0.601894
936, 0.601512
937, 0.601131
938, 0.60075
939, 0.60037
940, 0.59999
941, 0.59961
942, 0.59923
943, 0.598851
944, 0.598471
945, 0.598093
946, 0.597714
947, 0.597336
948, 0.596958
949, 0.59658
950, 0.596203
951, 0.595826
952, 0.595449
953, 0.595073
954, 0.594697
955, 0.594321
956, 0.593945
957, 0.59357
958, 0.593195
959, 0.59282
960, 0.592446
961, 0.592071
962, 0.591698
963, 0.591324
964, 0.590951
965, 0.590578
966, 0.590205
967, 0.589833
968, 0.589462
969, 0.589091
970, 0.58872
971, 0.58835
972, 0.58798
973, 0.58761
974, 0.58724
975, 0.586871
976, 0.586502
977, 0.586133
978, 0.585765
979, 0.585397
980, 0.585029
981, 0.584661
982, 0.584294
983, 0.583927
984, 0.58356
985, 0.583193
986, 0.582827
987, 0.582461
988, 0.582095
989, 0.58173
990, 0.581365
991, 0.581
992, 0.580635
993, 0.580271
994, 0.579907
995, 0.579543
996, 0.57918
997, 0.578817
998, 0.578454
999, 0.578091
1000, 0.577729
1001, 0.577366
1002, 0.577005
1003, 0.576643
1004, 0.576282
1005, 0.575921
1006, 0.57556
1007, 0.575199
1008, 0.574839
1009, 0.574479
1010, 0.574119
1011, 0.57376
1012, 0.573401
1013, 0.573042
1014, 0.572683
1015, 0.572325
1016, 0.571967
1017, 0.571609
1018, 0.571251
1019, 0.570894
1020, 0.570537
1021, 0.57018
1022, 0.569823
1023, 0.569467
1024, 0.569111
1025, 0.568755
1026, 0.5684
1027, 0.568045
1028, 0.56769
1029, 0.567335
1030, 0.566981
1031, 0.566627
1032, 0.566273
1033, 0.565919
1034, 0.565566
1035, 0.565213
1036, 0.56486
1037, 0.564507
1038, 0.564155
1039, 0.563803
1040, 0.563451
1041, 0.563099
1042, 0.562748
1043, 0.562397
1044, 0.562046
1045, 0.561696
1046, 0.561345
1047, 0.560995
1048, 0.560645
1049, 0.560296
1050, 0.559947
1051, 0.559598
1052, 0.559249
1053, 0.5589
1054, 0.558552
1055, 0.558204
1056, 0.557856
1057, 0.557509
1058, 0.557162
1059, 0.556815
1060, 0.556468
1061, 0.556122
1062, 0.555775
1063, 0.555429
1064, 0.555084
1065, 0.554738
1066, 0.554393
1067, 0.554048
1068, 0.553703
1069, 0.553359
1070, 0.553015
1071, 0.552671
1072, 0.552327
1073, 0.551984
1074, 0.55164
1075, 0.551297
1076, 0.550955
1077, 0.550612
1078, 0.55027
1079, 0.549928
1080, 0.549586
1081, 0.549245
1082, 0.548903
1083, 0.548562
1084, 0.548222
1085, 0.547881
1086, 0.547541
1087, 0.547201
1088, 0.546861
1089, 0.546522
1090, 0.546182
1091, 0.545843
1092, 0.545505
1093, 0.545166
1094, 0.544828
1095, 0.54449
1096, 0.544152
1097, 0.543814
1098, 0.543477
1099, 0.54314
1100, 0.542803
1101, 0.542466
1102, 0.54213
1103, 0.541794
1104, 0.541458
1105, 0.541122
1106, 0.540787
1107, 0.540452
1108, 0.540117
1109, 0.539782
1110, 0.539448
1111, 0.539113
1112, 0.538779
1113, 0.538446
1114, 0.538112
1115, 0.537779
1116, 0.537446
1117, 0.537113
1118, 0.53678
1119, 0.536448
1120, 0.536116
1121, 0.535784
1122, 0.535453
1123, 0.535121
1124, 0.53479
1125, 0.534459
1126, 0.534128
1127, 0.533798
1128, 0.533468
1129, 0.533138
1130, 0.532808
1131, 0.532479
1132, 0.532149
1133, 0.53182
1134, 0.531491
1135, 0.531163
1136, 0.530835
1137, 0.530506
1138, 0.530179
1139, 0.529851
1140, 0.529523
1141, 0.529196
1142, 0.528869
1143, 0.528543
1144, 0.528216
1145, 0.52789
1146, 0.527564
1147, 0.527238
1148, 0.526912
1149, 0.526587
1150, 0.526262
1151, 0.525937
1152, 0.525612
1153, 0.525288
1154, 0.524964
1155, 0.52464
1156, 0.524316
1157, 0.523992
1158, 0.523669
1159, 0.523346
1160, 0.523023
1161, 0.522701
1162, 0.522378
1163, 0.522056
1164, 0.521734
1165, 0.521412
1166, 0.521091
1167, 0.520769
1168, 0.520448
1169, 0.520128
1170, 0.519807
1171, 0.519487
1172, 0.519166
1173, 0.518847
1174, 0.518527
1175, 0.518207
1176, 0.517888
1177, 0.517569
1178, 0.51725
1179, 0.516932
1180, 0.516613
1181, 0.516295
1182, 0.515977
1183, 0.515659
1184, 0.515342
1185, 0.515025
1186, 0.514708
1187, 0.514391
1188, 0.514074
1189, 0.513758
1190, 0.513442
1191, 0.513126
1192, 0.51281
1193, 0.512494
1194, 0.512179
1195, 0.511864
1196, 0.511549
1197, 0.511234
1198, 0.51092
1199, 0.510606
1200, 0.510292
1201, 0.509978
1202, 0.509664
1203, 0.509351
1204, 0.509038
1205, 0.508725
1206, 0.508412
1207, 0.5081
1208, 0.507788
1209, 0.507476
1210, 0.507164
1211, 0.506852
1212, 0.506541
1213, 0.506229
1214, 0.505918
1215, 0.505608
1216, 0.505297
1217, 0.504987
1218, 0.504677
1219, 0.504367
1220, 0.504057
1221, 0.503748
1222, 0.503438
1223, 0.503129
1224, 0.50282
1225, 0.502512
1226, 0.502203
1227, 0.501895
1228, 0.501587
1229, 0.501279
1230, 0.500972
1231, 0.500664
1232, 0.500357
1233, 0.50005
1234, 0.499743
1235, 0.499437
1236, 0.499131
1237, 0.498824
1238, 0.498519
1239, 0.498213
1240, 0.497907
1241, 0.497602
1242, 0.497297
1243, 0.496992
1244, 0.496687
1245, 0.496383
1246, 0.496079
1247, 0.495775
1248, 0.495471
1249, 0.495167
1250, 0.494864
1251, 0.494561
1252, 0.494258
1253, 0.493955
1254, 0.493652
1255, 0.49335
1256, 0.493048
1257, 0.492746
1258, 0.492444
1259, 0.492142
1260, 0.491841
1261, 0.49154
1262, 0.491239
1263, 0.490938
1264, 0.490638
1265, 0.490337
1266, 0.490037
1267, 0.489737
1268, 0.489437
1269, 0.489138
1270, 0.488839
1271, 0.48854
1272, 0.488241
1273, 0.487943
1274, 0.487644
1275, 0.487346
1276, 0.487048
1277, 0.486751
1278, 0.486453
1279, 0.486156
1280, 0.485859
1281, 0.485562
1282, 0.485265
1283, 0.484969
1284, 0.484672
1285, 0.484376
1286, 0.48408
1287, 0.483785
1288, 0.483489
1289, 0.483194
1290, 0.482899
1291, 0.482604
1292, 0.482309
1293, 0.482015
1294, 0.48172
1295, 0.481426
1296, 0.481132
1297, 0.480839
1298, 0.480545
1299, 0.480252
1300, 0.479959
1301, 0.479666
1302, 0.479373
1303, 0.479081
1304, 0.478788
1305, 0.478496
1306, 0.478204
1307, 0.477912
1308, 0.477621
1309, 0.477329
1310, 0.477038
1311, 0.476747
1312, 0.476456
1313, 0.476166
1314, 0.475875
1315, 0.475585
1316, 0.475295
1317, 0.475005
1318, 0.474716
1319, 0.474426
1320, 0.474137
1321, 0.473848
1322, 0.473559
1323, 0.473271
1324, 0.472982
1325, 0.472694
1326, 0.472406
1327, 0.472118
1328, 0.47183
1329, 0.471543
1330, 0.471255
1331, 0.470968
1332, 0.470681
1333, 0.470394
1334, 0.470108
1335, 0.469822
1336, 0.469535
1337, 0.469249
1338, 0.468964
1339, 0.468678
1340, 0.468393
1341, 0.468107
1342, 0.467822
1343, 0.467537
1344, 0.467253
1345, 0.466968
1346, 0.466684
1347, 0.4664
1348, 0.466116
1349, 0.465832
1350, 0.465549
1351, 0.465265
1352, 0.464982
1353, 0.464699
1354, 0.464416
1355, 0.464134
1356, 0.463851
1357, 0.463569
1358, 0.463287
1359, 0.463005
1360, 0.462724
1361, 0.462442
1362, 0.462161
1363, 0.46188
1364, 0.461599
1365, 0.461318
1366, 0.461037
1367, 0.460757
1368, 0.460477
1369, 0.460197
1370, 0.459917
1371, 0.459637
1372, 0.459358
1373, 0.459079
1374, 0.4588
1375, 0.458521
1376, 0.458242
1377, 0.457963
1378, 0.457685
1379, 0.457407
1380, 0.457129
1381, 0.456851
1382, 0.456573
1383, 0.456296
1384, 0.456019
1385, 0.455742
1386, 0.455465
1387, 0.455188
1388, 0.454911
1389, 0.454635
1390, 0.454359
1391, 0.454084
1392, 0.453808
1393, 0.453533
1394, 0.453258
1395, 0.452984
1396, 0.452709
1397, 0.452435
1398, 0.45216
1399, 0.451886
1400, 0.451613
1401, 0.451339
1402, 0.451065
1403, 0.450792
1404, 0.450519
1405, 0.450246
1406, 0.449973
1407, 0.449701
1408, 0.449428
1409, 0.449156
1410, 0.448884
1411, 0.448612
1412, 0.44834
1413, 0.448069
1414, 0.447798
1415, 0.447526
1416, 0.447255
1417, 0.446985
1418, 0.446714
1419, 0.446443
1420, 0.446173
1421, 0.445903
1422, 0.445633
1423, 0.445363
1424, 0.445094
1425, 0.444824
1426, 0.444555
1427, 0.444286
1428, 0.444017
1429, 0.443748
1430, 0.44348
1431, 0.443211
1432, 0.442943
1433, 0.442675
1434, 0.442407
1435, 0.44214
1436, 0.441872
1437, 0.441605
1438, 0.441338
1439, 0.441071
1440, 0.440804
1441, 0.440537
1442, 0.440271
1443, 0.440004
1444, 0.439738
1445, 0.439472
1446, 0.439207
1447, 0.438941
1448, 0.438675
1449, 0.43841
1450, 0.438145
1451, 0.43788
1452, 0.437615
1453, 0.437351
1454, 0.437086
1455, 0.436822
1456, 0.436558
1457, 0.436294
1458, 0.43603
1459, 0.435767
1460, 0.435504
1461, 0.43524
1462, 0.434977
1463, 0.434714
1464, 0.434452
1465, 0.434189
1466, 0.433927
1467, 0.433665
1468, 0.433402
1469, 0.433141
1470, 0.432879
1471, 0.432617
1472, 0.432356
1473, 0.432095
1474, 0.431834
1475, 0.431573
1476, 0.431312
1477, 0.431052
1478, 0.430791
1479, 0.430531
1480, 0.430271
1481, 0.430011
1482, 0.429752
1483, 0.429492
1484, 0.429233
1485, 0.428974
1486, 0.428715
1487, 0.428456
1488, 0.428197
1489, 0.427938
1490, 0.42768
1491, 0.427422
1492, 0.427164
1493, 0.426906
1494, 0.426648
1495, 0.426391
1496, 0.426133
1497, 0.425876
1498, 0.425619
1499, 0.425362
1500, 0.425106
1501, 0.424849
1502, 0.424593
1503, 0.424336
1504, 0.42408
1505, 0.423824
1506, 0.423569
1507, 0.423313
1508, 0.423058
1509, 0.422803
1510, 0.422547
1511, 0.422293
1512, 0.422038
1513, 0.421783
1514, 0.421529
1515, 0.421275
1516, 0.42102
1517, 0.420767
1518, 0.420513
1519, 0.420259
1520, 0.420006
1521, 0.419752
1522, 0.419499
1523, 0.419246
1524, 0.418994
1525, 0.418741
1526, 0.418488
1527, 0.418236
1528, 0.417984
1529, 0.417732
1530, 0.41748
1531, 0.417228
1532, 0.416977
1533, 0.416726
1534, 0.416474
1535, 0.416223
1536, 0.415972
1537, 0.415722
1538, 0.415471
1539, 0.415221
1540, 0.414971
1541, 0.41472
1542, 0.414471
1543, 0.414221
1544, 0.413971
1545, 0.413722
1546, 0.413472
1547, 0.413223
1548, 0.412974
1549, 0.412726
1550, 0.412477
1551, 0.412228
1552, 0.41198
1553, 0.411732
1554, 0.411484
1555, 0.411236
1556, 0.410988
1557, 0.410741
1558, 0.410493
1559, 0.410246
1560, 0.409999
1561, 0.409752
1562, 0.409505
1563, 0.409259
1564, 0.409012
1565, 0.408766
1566, 0.40852
1567, 0.408274
1568, 0.408028
1569, 0.407782
1570, 0.407537
1571, 0.407291
1572, 0.407046
1573, 0.406801
1574, 0.406556
1575, 0.406312
1576, 0.406067
1577, 0.405823
1578, 0.405578
1579, 0.405334
1580, 0.40509
1581, 0.404846
1582, 0.404603
1583, 0.404359
1584, 0.404116
1585, 0.403873
1586, 0.40363
1587, 0.403387
1588, 0.403144
1589, 0.402901
1590, 0.402659
1591, 0.402417
1592, 0.402175
1593, 0.401933
1594, 0.401691
1595, 0.401449
1596, 0.401208
1597, 0.400966
1598, 0.400725
1599, 0.400484
1600, 0.400243
1601, 0.400002
1602, 0.399762
1603, 0.399521
1604, 0.399281
1605, 0.399041
1606, 0.398801
1607, 0.398561
1608, 0.398321
1609, 0.398082
1610, 0.397842
1611, 0.397603
1612, 0.397364
1613, 0.397125
1614, 0.396886
1615, 0.396648
1616, 0.396409
1617, 0.396171
1618, 0.395933
1619, 0.395695
1620, 0.395457
1621, 0.395219
1622, 0.394981
1623, 0.394744
1624, 0.394507
1625, 0.39427
1626, 0.394033
1627, 0.393796
1628, 0.393559
1629, 0.393323
1630, 0.393086
1631, 0.39285
1632, 0.392614
1633, 0.392378
1634, 0.392142
1635, 0.391906
1636, 0.391671
1637, 0.391436
1638, 0.3912
1639, 0.390965
1640, 0.39073
1641, 0.390496
1642, 0.390261
1643, 0.390026
1644, 0.389792
1645, 0.389558
1646, 0.389324
1647, 0.38909
1648, 0.388856
1649, 0.388623
1650, 0.388389
1651, 0.388156
1652, 0.387923
1653, 0.38769
1654, 0.387457
1655, 0.387224
1656, 0.386992
1657, 0.386759
1658, 0.386527
1659, 0.386295
1660, 0.386063
1661, 0.385831
1662, 0.385599
1663, 0.385368
