Iteration, Max. Fehler
440, 1.02784
441, 1.02766
442, 1.02704
443, 1.0268
444, 1.02623
445, 1.02594
446, 1.02543
447, 1.02508
448, 1.02463
449, 1.02422
450, 1.02382
451, 1.02336
452, 1.02302
453, 1.0225
454, 1.02222
455, 1.02164
456, 1.02141
457, 1.02079
458, 1.02061
459, 1.01993
460, 1.01981
461, 1.0191
462, 1.019
463, 1.01829
464, 1.0182
465, 1.0175
466, 1.0174
467, 1.01675
468, 1.0166
469, 1.016
470, 1.01579
471, 1.01525
472, 1.01499
473, 1.01449
474, 1.01419
475, 1.01374
476, 1.01339
477, 1.01298
478, 1.01259
479, 1.01223
480, 1.01178
481, 1.01147
482, 1.01098
483, 1.01072
484, 1.01018
485, 1.00996
486, 1.00938
487, 1.0092
488, 1.00858
489, 1.00845
490, 1.00778
491, 1.00769
492, 1.007
493, 1.00693
494, 1.00629
495, 1.00618
496, 1.00557
497, 1.00542
498, 1.00485
499, 1.00466
500, 1.00414
501, 1.0039
502, 1.00342
503, 1.00315
504, 1.0027
505, 1.00239
506, 1.00198
507, 1.00163
508, 1.00126
509, 1.00087
510, 1.00054
511, 1.00011
512, 0.999815
513, 0.999355
514, 0.999093
515, 0.998596
516, 0.99837
517, 0.997838
518, 0.997648
519, 0.997079
520, 0.996924
521, 0.996321
522, 0.9962
523, 0.995562
524, 0.995476
525, 0.994848
526, 0.994752
527, 0.994156
528, 0.994027
529, 0.993463
530, 0.993302
531, 0.992769
532, 0.992576
533, 0.992075
534, 0.99185
535, 0.99138
536, 0.991124
537, 0.990684
538, 0.990398
539, 0.989988
540, 0.989671
541, 0.989291
542, 0.988944
543, 0.988594
544, 0.988217
545, 0.987896
546, 0.98749
547, 0.987197
548, 0.986762
549, 0.986498
550, 0.986035
551, 0.985799
552, 0.985307
553, 0.985099
554, 0.984579
555, 0.984399
556, 0.983851
557, 0.983698
558, 0.983123
559, 0.982997
560, 0.982395
561, 0.982295
562, 0.981689
563, 0.981593
564, 0.981012
565, 0.980891
566, 0.980334
567, 0.980188
568, 0.979656
569, 0.979485
570, 0.978977
571, 0.978782
572, 0.978298
573, 0.978079
574, 0.977618
575, 0.977375
576, 0.976937
577, 0.976671
578, 0.976256
579, 0.975967
580, 0.975574
581, 0.975262
582, 0.974892
583, 0.974557
584, 0.97421
585, 0.973853
586, 0.973527
587, 0.973148
588, 0.972844
589, 0.972442
590, 0.97216
591, 0.971737
592, 0.971476
593, 0.971032
594, 0.970792
595, 0.970335
596, 0.970107
597, 0.969663
598, 0.969422
599, 0.968989
600, 0.968737
601, 0.968316
602, 0.968051
603, 0.967642
604, 0.967366
605, 0.966967
606, 0.96668
607, 0.966292
608, 0.965993
609, 0.965617
610, 0.965307
611, 0.964942
612, 0.96462
613, 0.964266
614, 0.963933
615, 0.96359
616, 0.963246
617, 0.962914
618, 0.962559
619, 0.962237
620, 0.961871
621, 0.96156
622, 0.961184
623, 0.960883
624, 0.960496
625, 0.960206
626, 0.959808
627, 0.959528
628, 0.95912
629, 0.95885
630, 0.958432
631, 0.958172
632, 0.957771
633, 0.957494
634, 0.95711
635, 0.956816
636, 0.956448
637, 0.956138
638, 0.955787
639, 0.955459
640, 0.955125
641, 0.95478
642, 0.954463
643, 0.954102
644, 0.9538
645, 0.953423
646, 0.953137
647, 0.952744
648, 0.952474
649, 0.952065
650, 0.951811
651, 0.951386
652, 0.951148
653, 0.950707
654, 0.950484
655, 0.950028
656, 0.94982
657, 0.949349
658, 0.949157
659, 0.94867
660, 0.948492
661, 0.947991
662, 0.947828
663, 0.947311
664, 0.947164
665, 0.946632
666, 0.946499
667, 0.945953
668, 0.945835
669, 0.945275
670, 0.94517
671, 0.944596
672, 0.944506
673, 0.943935
674, 0.943841
675, 0.943284
676, 0.943176
677, 0.942632
678, 0.942511
679, 0.94198
680, 0.941846
681, 0.941328
682, 0.941181
683, 0.940675
684, 0.940516
685, 0.940023
686, 0.939851
687, 0.93937
688, 0.939186
689, 0.938717
690, 0.938521
691, 0.938065
692, 0.937857
693, 0.937412
694, 0.937192
695, 0.936759
696, 0.936527
697, 0.936106
698, 0.935862
699, 0.935453
700, 0.935198
701, 0.9348
702, 0.934533
703, 0.934147
704, 0.933868
705, 0.933494
706, 0.933204
707, 0.932841
708, 0.93254
709, 0.932188
710, 0.931876
711, 0.931534
712, 0.931212
713, 0.930881
714, 0.930548
715, 0.930228
716, 0.929884
717, 0.929575
718, 0.92922
719, 0.928923
720, 0.928557
721, 0.92827
722, 0.927894
723, 0.927617
724, 0.92723
725, 0.926964
726, 0.926568
727, 0.926312
728, 0.925905
729, 0.925659
730, 0.925242
731, 0.925007
732, 0.92458
733, 0.924354
734, 0.923918
735, 0.923702
736, 0.923256
737, 0.92305
738, 0.922594
739, 0.922398
740, 0.921933
741, 0.921746
742, 0.921272
743, 0.921095
744, 0.920611
745, 0.920443
746, 0.91995
747, 0.919792
748, 0.919289
749, 0.919141
750, 0.918629
751, 0.91849
752, 0.917969
753, 0.917839
754, 0.91731
755, 0.917189
756, 0.916658
757, 0.916539
758, 0.916015
759, 0.915888
760, 0.915372
761, 0.915239
762, 0.914729
763, 0.914589
764, 0.914087
765, 0.913939
766, 0.913444
767, 0.91329
768, 0.912802
769, 0.912641
770, 0.91216
771, 0.911993
772, 0.911518
773, 0.911344
774, 0.910877
775, 0.910696
776, 0.910235
777, 0.910048
778, 0.909594
779, 0.9094
780, 0.908953
781, 0.908753
782, 0.908313
783, 0.908106
784, 0.907672
785, 0.907459
786, 0.907032
787, 0.906812
788, 0.906392
789, 0.906166
790, 0.905752
791, 0.90552
792, 0.905113
793, 0.904875
794, 0.904474
795, 0.904229
796, 0.903835
797, 0.903584
798, 0.903196
799, 0.90294
800, 0.902558
801, 0.902295
802, 0.90192
803, 0.901652
804, 0.901282
805, 0.901008
806, 0.900644
807, 0.900365
808, 0.900007
809, 0.899722
810, 0.89937
811, 0.899079
812, 0.898734
813, 0.898437
814, 0.898097
815, 0.897795
816, 0.897461
817, 0.897153
818, 0.896826
819, 0.896512
820, 0.89619
821, 0.895871
822, 0.895556
823, 0.895241
824, 0.894921
825, 0.894613
826, 0.894287
827, 0.893986
828, 0.893653
829, 0.893358
830, 0.893019
831, 0.892731
832, 0.892386
833, 0.892104
834, 0.891753
835, 0.891478
836, 0.891121
837, 0.890852
838, 0.890488
839, 0.890226
840, 0.889857
841, 0.889601
842, 0.889225
843, 0.888976
844, 0.888594
845, 0.888351
846, 0.887964
847, 0.887726
848, 0.887333
849, 0.887102
850, 0.886704
851, 0.886478
852, 0.886074
853, 0.885855
854, 0.885445
855, 0.885232
856, 0.884816
857, 0.884609
858, 0.884188
859, 0.883987
860, 0.88356
861, 0.883365
862, 0.882933
863, 0.882743
864, 0.882306
865, 0.882121
866, 0.881679
867, 0.881501
868, 0.881053
869, 0.88088
870, 0.880427
871, 0.88026
872, 0.879802
873, 0.87964
874, 0.879177
875, 0.87902
876, 0.878552
877, 0.878401
878, 0.877928
879, 0.877783
880, 0.877305
881, 0.877164
882, 0.876681
883, 0.876546
884, 0.876059
885, 0.875929
886, 0.875436
887, 0.875312
888, 0.874814
889, 0.874695
890, 0.874193
891, 0.874079
892, 0.873572
893, 0.873463
894, 0.872951
895, 0.872847
896, 0.872331
897, 0.872232
898, 0.871712
899, 0.871617
900, 0.871092
901, 0.871003
902, 0.870474
903, 0.870389
904, 0.869855
905, 0.869776
906, 0.869237
907, 0.869163
908, 0.86862
909, 0.86855
910, 0.868003
911, 0.867938
912, 0.867387
913, 0.867326
914, 0.866779
915, 0.866715
916, 0.866172
917, 0.866104
918, 0.865566
919, 0.865494
920, 0.86496
921, 0.864884
922, 0.864354
923, 0.864274
924, 0.863749
925, 0.863665
926, 0.863145
927, 0.863057
928, 0.86254
929, 0.862448
930, 0.861937
931, 0.861841
932, 0.861333
933, 0.861233
934, 0.86073
935, 0.860626
936, 0.860128
937, 0.86002
938, 0.859525
939, 0.859414
940, 0.858924
941, 0.858808
942, 0.858322
943, 0.858203
944, 0.857721
945, 0.857599
946, 0.857121
947, 0.856995
948, 0.856521
949, 0.856391
950, 0.855921
951, 0.855788
952, 0.855322
953, 0.855185
954, 0.854723
955, 0.854583
956, 0.854125
957, 0.853981
958, 0.853527
959, 0.85338
960, 0.85293
961, 0.852779
962, 0.852333
963, 0.852178
964, 0.851736
965, 0.851578
966, 0.85114
967, 0.850979
968, 0.850545
969, 0.85038
970, 0.849949
971, 0.849782
972, 0.849355
973, 0.849184
974, 0.84876
975, 0.848586
976, 0.848167
977, 0.847989
978, 0.847573
979, 0.847392
980, 0.84698
981, 0.846796
982, 0.846388
983, 0.846201
984, 0.845796
985, 0.845605
986, 0.845204
987, 0.845011
988, 0.844613
989, 0.844417
990, 0.844022
991, 0.843823
992, 0.843432
993, 0.84323
994, 0.842843
995, 0.842637
996, 0.842253
997, 0.842045
998, 0.841664
999, 0.841453
1000, 0.841076
1001, 0.840862
1002, 0.840488
1003, 0.840271
1004, 0.839901
1005, 0.839681
1006, 0.839314
1007, 0.839091
1008, 0.838728
1009, 0.838502
1010, 0.838142
1011, 0.837913
1012, 0.837556
1013, 0.837325
1014, 0.836971
1015, 0.836737
1016, 0.836386
1017, 0.83615
1018, 0.835802
1019, 0.835563
1020, 0.835219
1021, 0.834977
1022, 0.834636
1023, 0.834391
1024, 0.834053
1025, 0.833805
1026, 0.833471
1027, 0.833221
1028, 0.832889
1029, 0.832636
1030, 0.832308
1031, 0.832053
1032, 0.831727
1033, 0.831469
1034, 0.831147
1035, 0.830886
1036, 0.830567
1037, 0.830304
1038, 0.829988
1039, 0.829722
1040, 0.829409
1041, 0.829141
1042, 0.82883
1043, 0.82856
1044, 0.828252
1045, 0.82798
1046, 0.827675
1047, 0.8274
1048, 0.827098
1049, 0.826821
1050, 0.826522
1051, 0.826242
1052, 0.825946
1053, 0.825664
1054, 0.82537
1055, 0.825086
1056, 0.824795
1057, 0.824509
1058, 0.824221
1059, 0.823932
1060, 0.823647
1061, 0.823355
1062, 0.823073
1063, 0.82278
1064, 0.8225
1065, 0.822204
1066, 0.821927
1067, 0.82163
1068, 0.821355
1069, 0.821055
1070, 0.820784
1071, 0.820482
1072, 0.820213
1073, 0.819908
1074, 0.819642
1075, 0.819336
1076, 0.819072
1077, 0.818763
1078, 0.818502
1079, 0.818191
1080, 0.817933
1081, 0.81762
1082, 0.817364
1083, 0.817049
1084, 0.816796
1085, 0.816479
1086, 0.816228
1087, 0.815912
1088, 0.815661
1089, 0.815348
1090, 0.815094
1091, 0.814786
1092, 0.814528
1093, 0.814223
1094, 0.813962
1095, 0.813661
1096, 0.813397
1097, 0.8131
1098, 0.812832
1099, 0.812539
1100, 0.812268
1101, 0.811978
1102, 0.811704
1103, 0.811418
1104, 0.811141
1105, 0.810859
1106, 0.810578
1107, 0.810299
1108, 0.810016
1109, 0.809741
1110, 0.809454
1111, 0.809183
1112, 0.808893
1113, 0.808625
1114, 0.808332
1115, 0.808068
1116, 0.807771
1117, 0.807511
1118, 0.807211
1119, 0.806955
1120, 0.806652
1121, 0.806399
1122, 0.806093
1123, 0.805844
1124, 0.805535
1125, 0.805289
1126, 0.804977
1127, 0.804735
1128, 0.804419
1129, 0.804181
1130, 0.803862
1131, 0.803627
1132, 0.803306
1133, 0.803074
1134, 0.80275
1135, 0.802522
1136, 0.802194
1137, 0.80197
1138, 0.801639
1139, 0.801419
1140, 0.801085
1141, 0.800868
1142, 0.80053
1143, 0.800317
1144, 0.799977
1145, 0.799767
1146, 0.799424
1147, 0.799217
1148, 0.798871
1149, 0.798668
1150, 0.798319
1151, 0.79812
1152, 0.797767
1153, 0.797571
1154, 0.797216
1155, 0.797024
1156, 0.796666
1157, 0.796477
1158, 0.796116
1159, 0.79593
1160, 0.795566
1161, 0.795384
1162, 0.795017
1163, 0.794838
1164, 0.794468
1165, 0.794292
1166, 0.79392
1167, 0.793748
1168, 0.793372
1169, 0.793203
1170, 0.792825
1171, 0.792659
1172, 0.792278
1173, 0.792116
1174, 0.791732
1175, 0.791573
1176, 0.791186
1177, 0.791031
1178, 0.79064
1179, 0.790489
1180, 0.790096
1181, 0.789947
1182, 0.789551
1183, 0.789406
1184, 0.789007
1185, 0.788865
1186, 0.788464
1187, 0.788325
1188, 0.787921
1189, 0.787786
1190, 0.787379
1191, 0.787246
1192, 0.786837
1193, 0.786708
1194, 0.786295
1195, 0.78617
1196, 0.785754
1197, 0.785632
1198, 0.785214
1199, 0.785094
1200, 0.784674
1201, 0.784558
1202, 0.784134
1203, 0.784021
1204, 0.783595
1205, 0.783485
1206, 0.783056
1207, 0.78295
1208, 0.782518
1209, 0.782415
1210, 0.781981
1211, 0.781881
1212, 0.781443
1213, 0.781347
1214, 0.780907
1215, 0.780813
1216, 0.78037
1217, 0.78028
1218, 0.779835
1219, 0.779747
1220, 0.779299
1221, 0.779215
1222, 0.778765
1223, 0.778684
1224, 0.77823
1225, 0.778152
1226, 0.777697
1227, 0.777622
1228, 0.777163
1229, 0.777091
1230, 0.77663
1231, 0.776562
1232, 0.776098
1233, 0.776032
1234, 0.775566
1235, 0.775503
1236, 0.775034
1237, 0.774975
1238, 0.774503
1239, 0.774447
1240, 0.773973
1241, 0.77392
1242, 0.773443
1243, 0.773393
1244, 0.772913
1245, 0.772866
1246, 0.772384
1247, 0.77234
1248, 0.771857
1249, 0.771814
1250, 0.77133
1251, 0.771289
1252, 0.770804
1253, 0.770764
1254, 0.770278
1255, 0.77024
1256, 0.769753
1257, 0.769716
1258, 0.769228
1259, 0.769193
1260, 0.768704
1261, 0.76867
1262, 0.76818
1263, 0.768148
1264, 0.767658
1265, 0.767626
1266, 0.767138
1267, 0.767104
1268, 0.766618
1269, 0.766583
1270, 0.766099
1271, 0.766063
1272, 0.765579
1273, 0.765542
1274, 0.765061
1275, 0.765023
1276, 0.764543
1277, 0.764504
1278, 0.764025
1279, 0.763985
1280, 0.763508
1281, 0.763467
1282, 0.762991
1283, 0.762949
1284, 0.762475
1285, 0.762431
1286, 0.761959
1287, 0.761914
1288, 0.761443
1289, 0.761398
1290, 0.760928
1291, 0.760882
1292, 0.760414
1293, 0.760366
1294, 0.7599
1295, 0.759851
1296, 0.759386
1297, 0.759336
1298, 0.758873
1299, 0.758822
1300, 0.75836
1301, 0.758308
1302, 0.757848
1303, 0.757795
1304, 0.757336
1305, 0.757282
1306, 0.756825
1307, 0.75677
1308, 0.756314
1309, 0.756258
1310, 0.755803
1311, 0.755746
1312, 0.755293
1313, 0.755235
1314, 0.754783
1315, 0.754724
1316, 0.754274
1317, 0.754214
1318, 0.753765
1319, 0.753704
1320, 0.753257
1321, 0.753195
1322, 0.752749
1323, 0.752686
1324, 0.752241
1325, 0.752178
1326, 0.751734
1327, 0.75167
1328, 0.751228
1329, 0.751162
1330, 0.750721
1331, 0.750655
1332, 0.750216
1333, 0.750149
1334, 0.74971
1335, 0.749642
1336, 0.749205
1337, 0.749137
1338, 0.748701
1339, 0.748631
1340, 0.748197
1341, 0.748126
1342, 0.747693
1343, 0.747622
1344, 0.74719
1345, 0.747118
1346, 0.746688
1347, 0.746614
1348, 0.746185
1349, 0.746111
1350, 0.745683
1351, 0.745608
1352, 0.745182
1353, 0.745106
1354, 0.744681
1355, 0.744604
1356, 0.74418
1357, 0.744103
1358, 0.74368
1359, 0.743602
1360, 0.743181
1361, 0.743102
1362, 0.742681
1363, 0.742601
1364, 0.742183
1365, 0.742102
1366, 0.741684
1367, 0.741603
1368, 0.741186
1369, 0.741104
1370, 0.740689
1371, 0.740605
1372, 0.740191
1373, 0.740108
1374, 0.739695
1375, 0.73961
1376, 0.739198
1377, 0.739113
1378, 0.738703
1379, 0.738616
1380, 0.738209
1381, 0.73812
1382, 0.737716
1383, 0.737624
1384, 0.737223
1385, 0.737129
1386, 0.736731
1387, 0.736634
1388, 0.736239
1389, 0.73614
1390, 0.735748
1391, 0.735646
1392, 0.735257
1393, 0.735152
1394, 0.734766
1395, 0.734659
1396, 0.734276
1397, 0.734166
1398, 0.733787
1399, 0.733674
1400, 0.733297
1401, 0.733182
1402, 0.732809
1403, 0.73269
1404, 0.73232
1405, 0.732199
1406, 0.731832
1407, 0.731708
1408, 0.731344
1409, 0.731218
1410, 0.730857
1411, 0.730728
1412, 0.730371
1413, 0.730239
1414, 0.729884
1415, 0.72975
1416, 0.729398
1417, 0.729262
1418, 0.728913
1419, 0.728773
1420, 0.728428
1421, 0.728286
1422, 0.727943
1423, 0.727798
1424, 0.727459
1425, 0.727312
1426, 0.726975
1427, 0.726825
1428, 0.726491
1429, 0.726339
1430, 0.726008
1431, 0.725853
1432, 0.725525
1433, 0.725368
1434, 0.725043
1435, 0.724883
1436, 0.724561
1437, 0.724399
1438, 0.72408
1439, 0.723915
1440, 0.723599
1441, 0.723431
1442, 0.723118
1443, 0.722948
1444, 0.722638
1445, 0.722466
1446, 0.722158
1447, 0.721983
1448, 0.721679
1449, 0.721501
1450, 0.7212
1451, 0.72102
1452, 0.720721
1453, 0.720539
1454, 0.720243
1455, 0.720058
1456, 0.719765
1457, 0.719578
1458, 0.719288
1459, 0.719098
1460, 0.718811
1461, 0.718619
1462, 0.718335
1463, 0.71814
1464, 0.717858
1465, 0.717661
1466, 0.717383
1467, 0.717183
1468, 0.716907
1469, 0.716705
1470, 0.716432
1471, 0.716228
1472, 0.715958
1473, 0.715751
1474, 0.715484
1475, 0.715274
1476, 0.71501
1477, 0.714798
1478, 0.714536
1479, 0.714322
1480, 0.714063
1481, 0.713847
1482, 0.713591
1483, 0.713372
1484, 0.713119
1485, 0.712897
1486, 0.712647
1487, 0.712423
1488, 0.712176
1489, 0.711949
1490, 0.711705
1491, 0.711476
1492, 0.711234
1493, 0.711003
1494, 0.710764
1495, 0.71053
1496, 0.710294
1497, 0.710058
1498, 0.709825
1499, 0.709586
1500, 0.709355
1501, 0.709115
1502, 0.708887
1503, 0.708644
1504, 0.708419
1505, 0.708173
1506, 0.707951
1507, 0.707703
1508, 0.707483
1509, 0.707233
1510, 0.707016
1511, 0.706764
1512, 0.70655
1513, 0.706295
1514, 0.706083
1515, 0.705826
1516, 0.705617
1517, 0.705358
1518, 0.705152
1519, 0.70489
1520, 0.704687
1521, 0.704423
1522, 0.704222
1523, 0.703956
1524, 0.703758
1525, 0.703489
1526, 0.703294
1527, 0.703023
1528, 0.70283
1529, 0.702557
1530, 0.702367
1531, 0.702091
1532, 0.701904
1533, 0.701626
1534, 0.701442
1535, 0.701161
1536, 0.70098
1537, 0.700697
1538, 0.700518
1539, 0.700233
1540, 0.700057
1541, 0.69977
1542, 0.699596
1543, 0.699307
1544, 0.699135
1545, 0.698846
1546, 0.698675
1547, 0.698387
1548, 0.698215
1549, 0.697928
1550, 0.697756
1551, 0.697469
1552, 0.697297
1553, 0.697011
1554, 0.696838
1555, 0.696553
1556, 0.69638
1557, 0.696095
1558, 0.695922
1559, 0.695638
1560, 0.695465
1561, 0.695181
1562, 0.695008
1563, 0.694725
1564, 0.694551
1565, 0.694269
1566, 0.694095
1567, 0.693813
1568, 0.693639
1569, 0.693358
1570, 0.693183
1571, 0.692903
1572, 0.692728
1573, 0.692449
1574, 0.692273
1575, 0.691994
1576, 0.691818
1577, 0.691541
1578, 0.691364
1579, 0.691087
1580, 0.690911
1581, 0.690634
1582, 0.690457
1583, 0.690181
1584, 0.690004
1585, 0.689729
1586, 0.689552
1587, 0.689277
1588, 0.689099
1589, 0.688826
1590, 0.688648
1591, 0.688374
1592, 0.688196
1593, 0.687924
1594, 0.687745
1595, 0.687473
1596, 0.687294
1597, 0.687023
1598, 0.686844
1599, 0.686573
1600, 0.686394
1601, 0.686124
1602, 0.685944
1603, 0.685675
1604, 0.685495
1605, 0.685226
1606, 0.685046
1607, 0.684778
1608, 0.684597
1609, 0.68433
1610, 0.684149
1611, 0.683882
1612, 0.683701
1613, 0.683435
1614, 0.683254
1615, 0.682988
1616, 0.682807
1617, 0.682542
1618, 0.68236
1619, 0.682096
1620, 0.681913
1621, 0.68165
1622, 0.681467
1623, 0.681205
1624, 0.681022
1625, 0.680759
1626, 0.680576
1627, 0.680315
1628, 0.680131
1629, 0.67987
1630, 0.679687
1631, 0.679427
1632, 0.679243
1633, 0.678983
1634, 0.678799
1635, 0.67854
1636, 0.678355
1637, 0.678097
1638, 0.677912
1639, 0.677654
1640, 0.677469
1641, 0.677212
1642, 0.677027
1643, 0.67677
1644, 0.676585
1645, 0.676329
1646, 0.676143
1647, 0.675888
1648, 0.675702
1649, 0.675447
1650, 0.675261
1651, 0.675006
1652, 0.67482
1653, 0.674566
1654, 0.67438
1655, 0.674127
1656, 0.67394
1657, 0.673687
1658, 0.6735
1659, 0.673248
1660, 0.673061
1661, 0.67281
1662, 0.672622
1663, 0.672371
